conversation_id,technique,iteration,participant,restaurant,preferences,pre_answer,constraints,cons_answer,integrated,integrated_answer
16,CoT,1,C,美味しい屋,None,None,None,None,None,None
16,CoT,1,C,ピアンタモッチ（【旧店名】コッコピア）,None,None,None,None,None,None
16,CoT,1,C,SUPER PIZZA,None,None,None,None,None,None
16,CoT,1,D,一番餃子,A7,None,None,None,A7,None
16,CoT,1,D,ねぎま 三ぞう 本郷三丁目店（【旧店名】俺の居酒屋 三蔵）,None,None,None,None,None,None
16,CoT,1,D,美味しい屋,A7,None,None,None,A7,None
16,CoT,1,D,ピアンタモッチ（【旧店名】コッコピア）,None,None,None,None,None,None
16,CoT,1,D,SUPER PIZZA,None,None,None,None,None,None
16,CoT,2,A,一番餃子,"A6, A4","A7,A6",None,None,"A6,A4","A7,A6"
16,CoT,2,A,ねぎま 三ぞう 本郷三丁目店（【旧店名】俺の居酒屋 三蔵）,A7,A7,None,None,A7,A7
16,CoT,2,A,美味しい屋,None,None,None,None,None,None
16,CoT,2,A,ピアンタモッチ（【旧店名】コッコピア）,None,None,None,None,None,None
16,CoT,2,A,SUPER PIZZA,A7,A7,A5,None,"A7,A5",A7
16,CoT,2,B,一番餃子,"A1, A5, A6",A7,"A1, A3",None,"A1,A5,A6,A3",A7
16,CoT,2,B,ねぎま 三ぞう 本郷三丁目店（【旧店名】俺の居酒屋 三蔵）,A4,A7,A3,None,"A4,A3",A7
16,CoT,2,B,美味しい屋,None,None,A3,None,A3,None
16,CoT,2,B,ピアンタモッチ（【旧店名】コッコピア）,None,None,A3,None,A3,None
16,CoT,2,B,SUPER PIZZA,None,None,A3,None,A3,None
16,CoT,2,C,一番餃子,None,None,A1,A1,A1,A1
16,CoT,2,C,ねぎま 三ぞう 本郷三丁目店（【旧店名】俺の居酒屋 三蔵）,"A1, A5",A1,None,None,"A1,A5",A1
16,CoT,2,C,美味しい屋,None,None,None,None,None,None
16,CoT,2,C,ピアンタモッチ（【旧店名】コッコピア）,None,None,None,None,None,None
16,CoT,2,C,SUPER PIZZA,None,None,None,None,None,None
16,CoT,2,D,一番餃子,A4,None,None,None,A4,None
16,CoT,2,D,ねぎま 三ぞう 本郷三丁目店（【旧店名】俺の居酒屋 三蔵）,None,None,None,None,None,None
16,CoT,2,D,美味しい屋,A7,None,None,None,A7,None
16,CoT,2,D,ピアンタモッチ（【旧店名】コッコピア）,None,None,None,None,None,None
16,CoT,2,D,SUPER PIZZA,None,None,None,None,None,None
16,CoT,3,A,一番餃子,"A5,A6","A7,A6",None,None,"A5,A6","A7,A6"
16,CoT,3,A,ねぎま 三ぞう 本郷三丁目店（【旧店名】俺の居酒屋 三蔵）,A7,A7,None,None,A7,A7
16,CoT,3,A,美味しい屋,None,None,None,None,None,None
16,CoT,3,A,ピアンタモッチ（【旧店名】コッコピア）,A7,None,None,None,A7,None
16,CoT,3,A,SUPER PIZZA,A7,A7,None,None,A7,A7
16,CoT,3,B,一番餃子,"A1,A5,A6",A7,A1,None,"A1,A5,A6",A7
16,CoT,3,B,ねぎま 三ぞう 本郷三丁目店（【旧店名】俺の居酒屋 三蔵）,A4,A7,None,None,A4,A7
16,CoT,3,B,美味しい屋,None,None,None,None,None,None
16,CoT,3,B,ピアンタモッチ（【旧店名】コッコピア）,None,None,None,None,None,None
16,CoT,3,B,SUPER PIZZA,A7,None,None,None,A7,None
16,CoT,3,C,一番餃子,None,None,A1,A1,A1,A1
16,CoT,3,C,ねぎま 三ぞう 本郷三丁目店（【旧店名】俺の居酒屋 三蔵）,"A1,A5",A1,None,None,"A1,A5",A1
16,CoT,3,C,美味しい屋,None,None,None,None,None,None
16,CoT,3,C,ピアンタモッチ（【旧店名】コッコピア）,None,None,None,None,None,None
16,CoT,3,C,SUPER PIZZA,None,None,None,None,None,None
16,CoT,3,D,一番餃子,A4,None,None,None,A4,None
16,CoT,3,D,ねぎま 三ぞう 本郷三丁目店（【旧店名】俺の居酒屋 三蔵）,None,None,None,None,None,None
16,CoT,3,D,美味しい屋,A7,None,None,None,A7,None
16,CoT,3,D,ピアンタモッチ（【旧店名】コッコピア）,None,None,None,None,None,None
16,CoT,3,D,SUPER PIZZA,None,None,None,None,None,None
16,CoT,4,A,一番餃子,"A1,A4,A6","A7,A6",None,None,"A1,A4,A6","A7,A6"
16,CoT,4,A,ねぎま 三ぞう 本郷三丁目店（【旧店名】俺の居酒屋 三蔵）,A7,A7,None,None,A7,A7
16,CoT,4,A,美味しい屋,None,None,None,None,None,None
16,CoT,4,A,ピアンタモッチ（【旧店名】コッコピア）,A7,None,None,None,A7,None
16,CoT,4,A,SUPER PIZZA,A1,A7,A1,None,A1,A7
16,CoT,4,B,一番餃子,"A1,A5,A6",A7,A1,None,"A1,A5,A6",A7
16,CoT,4,B,ねぎま 三ぞう 本郷三丁目店（【旧店名】俺の居酒屋 三蔵）,A4,A7,None,None,A4,A7
16,CoT,4,B,美味しい屋,None,None,None,None,None,None
16,CoT,4,B,ピアンタモッチ（【旧店名】コッコピア）,None,None,None,None,None,None
16,CoT,4,B,SUPER PIZZA,A7,None,None,None,A7,None
16,CoT,4,C,一番餃子,None,None,A1,A1,A1,A1
16,CoT,4,C,ねぎま 三ぞう 本郷三丁目店（【旧店名】俺の居酒屋 三蔵）,"A1,A5",A1,None,None,"A1,A5",A1
16,CoT,4,C,美味しい屋,None,None,None,None,None,None
16,CoT,4,C,ピアンタモッチ（【旧店名】コッコピア）,None,None,None,None,None,None
16,CoT,4,C,SUPER PIZZA,None,None,None,None,None,None
16,CoT,4,D,一番餃子,A4,None,None,None,A4,None
16,CoT,4,D,ねぎま 三ぞう 本郷三丁目店（【旧店名】俺の居酒屋 三蔵）,None,None,None,None,None,None
16,CoT,4,D,美味しい屋,A7,None,None,None,A7,None
16,CoT,4,D,ピアンタモッチ（【旧店名】コッコピア）,None,None,None,None,None,None
16,CoT,4,D,SUPER PIZZA,None,None,None,None,None,None
16,CoT,5,A,一番餃子,"A1,A6","A7,A6",None,None,"A1,A6","A7,A6"
16,CoT,5,A,ねぎま 三ぞう 本郷三丁目店（【旧店名】俺の居酒屋 三蔵）,A7,A7,None,None,A7,A7
16,CoT,5,A,美味しい屋,None,None,None,None,None,None
16,CoT,5,A,ピアンタモッチ（【旧店名】コッコピア）,A7,None,None,None,A7,None
16,CoT,5,A,SUPER PIZZA,A1,A7,A5,None,"A1,A5",A7
16,CoT,5,B,一番餃子,"A1,A5,A6,A4",A7,A1,None,"A1,A5,A6,A4",A7
16,CoT,5,B,ねぎま 三ぞう 本郷三丁目店（【旧店名】俺の居酒屋 三蔵）,A4,A7,None,None,A4,A7
16,CoT,5,B,美味しい屋,None,None,None,None,None,None
16,CoT,5,B,ピアンタモッチ（【旧店名】コッコピア）,None,None,None,None,None,None
16,CoT,5,B,SUPER PIZZA,A7,None,None,None,A7,None
16,CoT,5,C,一番餃子,None,None,A1,A1,A1,A1
16,CoT,5,C,ねぎま 三ぞう 本郷三丁目店（【旧店名】俺の居酒屋 三蔵）,"A1,A5",A1,None,None,"A1,A5",A1
16,CoT,5,C,美味しい屋,None,None,None,None,None,None
16,CoT,5,C,ピアンタモッチ（【旧店名】コッコピア）,None,None,None,None,None,None
16,CoT,5,C,SUPER PIZZA,None,None,None,None,None,None
16,CoT,5,D,一番餃子,A4,None,None,None,A4,None
16,CoT,5,D,ねぎま 三ぞう 本郷三丁目店（【旧店名】俺の居酒屋 三蔵）,None,None,None,None,None,None
16,CoT,5,D,美味しい屋,A7,None,None,None,A7,None
16,CoT,5,D,ピアンタモッチ（【旧店名】コッコピア）,None,None,None,None,None,None
16,CoT,5,D,SUPER PIZZA,None,None,None,None,None,None
16,SR,1,A,一番餃子,"A1,A6","A7,A6",None,None,"A1,A6","A7,A6"
16,SR,1,A,ねぎま 三ぞう 本郷三丁目店（【旧店名】俺の居酒屋 三蔵）,A7,A7,None,None,A7,A7
16,SR,1,A,美味しい屋,None,None,None,None,None,None
16,SR,1,A,ピアンタモッチ（【旧店名】コッコピア）,None,None,None,None,None,None
16,SR,1,A,SUPER PIZZA,A7,A7,A7,None,A7,A7
16,SR,1,B,一番餃子,"A1,A5,A6",A7,A1,None,"A1,A5,A6",A7
16,SR,1,B,ねぎま 三ぞう 本郷三丁目店（【旧店名】俺の居酒屋 三蔵）,A4,A7,None,None,A4,A7
16,SR,1,B,美味しい屋,None,None,None,None,None,None
16,SR,1,B,ピアンタモッチ（【旧店名】コッコピア）,None,None,None,None,None,None
16,SR,1,B,SUPER PIZZA,A7,None,None,None,A7,None
16,SR,1,C,一番餃子,None,None,A1,A1,A1,A1
16,SR,1,C,ねぎま 三ぞう 本郷三丁目店（【旧店名】俺の居酒屋 三蔵）,"A1,A5",A1,None,None,"A1,A5",A1
16,SR,1,C,美味しい屋,None,None,None,None,None,None
16,SR,1,C,ピアンタモッチ（【旧店名】コッコピア）,None,None,None,None,None,None
16,SR,1,C,SUPER PIZZA,None,None,None,None,None,None
16,SR,1,D,一番餃子,A4,None,None,None,A4,None
16,SR,1,D,ねぎま 三ぞう 本郷三丁目店（【旧店名】俺の居酒屋 三蔵）,None,None,None,None,None,None
16,SR,1,D,美味しい屋,A7,None,None,None,A7,None
16,SR,1,D,ピアンタモッチ（【旧店名】コッコピア）,None,None,None,None,None,None
16,SR,1,D,SUPER PIZZA,None,None,None,None,None,None
16,SR,2,A,一番餃子,"A1,A6,A4","A7,A6",None,None,"A1,A6,A4","A7,A6"
16,SR,2,A,ねぎま 三ぞう 本郷三丁目店（【旧店名】俺の居酒屋 三蔵）,None,A7,None,None,None,A7
16,SR,2,A,美味しい屋,None,None,None,None,None,None
16,SR,2,A,ピアンタモッチ（【旧店名】コッコピア）,A7,None,None,None,A7,None
16,SR,2,A,SUPER PIZZA,A7,A7,A1,None,"A7,A1",A7
16,SR,2,B,一番餃子,"A1,A5,A6",A7,A1,None,"A1,A5,A6",A7
16,SR,2,B,ねぎま 三ぞう 本郷三丁目店（【旧店名】俺の居酒屋 三蔵）,A4,A7,None,None,A4,A7
16,SR,2,B,美味しい屋,None,None,None,None,None,None
16,SR,2,B,ピアンタモッチ（【旧店名】コッコピア）,None,None,None,None,None,None
16,SR,2,B,SUPER PIZZA,A7,None,None,None,A7,None
16,SR,2,C,一番餃子,None,None,A1,A1,A1,A1
16,SR,2,C,ねぎま 三ぞう 本郷三丁目店（【旧店名】俺の居酒屋 三蔵）,"A1,A5",A1,None,None,"A1,A5",A1
16,SR,2,C,美味しい屋,None,None,None,None,None,None
16,SR,2,C,ピアンタモッチ（【旧店名】コッコピア）,None,None,None,None,None,None
16,SR,2,C,SUPER PIZZA,None,None,None,None,None,None
16,SR,2,D,一番餃子,A4,None,None,None,A4,None
16,SR,2,D,ねぎま 三ぞう 本郷三丁目店（【旧店名】俺の居酒屋 三蔵）,None,None,None,None,None,None
16,SR,2,D,美味しい屋,A7,None,None,None,A7,None
16,SR,2,D,ピアンタモッチ（【旧店名】コッコピア）,None,None,None,None,None,None
16,SR,2,D,SUPER PIZZA,None,None,None,None,None,None
16,SR,3,A,一番餃子,"A1,A4,A6","A7,A6",None,None,"A1,A4,A6","A7,A6"
16,SR,3,A,ねぎま 三ぞう 本郷三丁目店（【旧店名】俺の居酒屋 三蔵）,A1,A7,None,None,A1,A7
16,SR,3,A,美味しい屋,None,None,None,None,None,None
16,SR,3,A,ピアンタモッチ（【旧店名】コッコピア）,A7,None,None,None,A7,None
16,SR,3,A,SUPER PIZZA,A1,A7,A1,None,A1,A7
16,SR,3,B,一番餃子,"A1,A6",A7,A1,None,"A1,A6",A7
16,SR,3,B,ねぎま 三ぞう 本郷三丁目店（【旧店名】俺の居酒屋 三蔵）,A4,A7,None,None,A4,A7
16,SR,3,B,美味しい屋,None,None,None,None,None,None
16,SR,3,B,ピアンタモッチ（【旧店名】コッコピア）,None,None,None,None,None,None
16,SR,3,B,SUPER PIZZA,A7,None,None,None,A7,None
16,SR,3,C,一番餃子,None,None,A1,A1,A1,A1
16,SR,3,C,ねぎま 三ぞう 本郷三丁目店（【旧店名】俺の居酒屋 三蔵）,"A1,A5",A1,None,None,"A1,A5",A1
16,SR,3,C,美味しい屋,None,None,None,None,None,None
16,SR,3,C,ピアンタモッチ（【旧店名】コッコピア）,None,None,None,None,None,None
16,SR,3,C,SUPER PIZZA,None,None,None,None,None,None
16,SR,3,D,一番餃子,A4,None,None,None,A4,None
16,SR,3,D,ねぎま 三ぞう 本郷三丁目店（【旧店名】俺の居酒屋 三蔵）,None,None,None,None,None,None
16,SR,3,D,美味しい屋,A7,None,None,None,A7,None
16,SR,3,D,ピアンタモッチ（【旧店名】コッコピア）,None,None,None,None,None,None
16,SR,3,D,SUPER PIZZA,None,None,None,None,None,None
16,SR,4,A,一番餃子,"A1,A6,A4","A7,A6",None,None,"A1,A6,A4","A7,A6"
16,SR,4,A,ねぎま 三ぞう 本郷三丁目店（【旧店名】俺の居酒屋 三蔵）,None,A7,None,None,None,A7
16,SR,4,A,美味しい屋,None,None,None,None,None,None
16,SR,4,A,ピアンタモッチ（【旧店名】コッコピア）,A7,None,None,None,A7,None
16,SR,4,A,SUPER PIZZA,A7,A7,None,None,A7,A7
16,SR,4,B,一番餃子,"A1,A5,A6",A7,A1,None,"A1,A5,A6",A7
16,SR,4,B,ねぎま 三ぞう 本郷三丁目店（【旧店名】俺の居酒屋 三蔵）,A4,A7,None,None,A4,A7
16,SR,4,B,美味しい屋,None,None,None,None,None,None
16,SR,4,B,ピアンタモッチ（【旧店名】コッコピア）,None,None,None,None,None,None
16,SR,4,B,SUPER PIZZA,A7,None,None,None,A7,None
16,SR,4,C,一番餃子,A1,None,A1,A1,A1,A1
16,SR,4,C,ねぎま 三ぞう 本郷三丁目店（【旧店名】俺の居酒屋 三蔵）,"A1,A5",A1,None,None,"A1,A5",A1
16,SR,4,C,美味しい屋,None,None,None,None,None,None
16,SR,4,C,ピアンタモッチ（【旧店名】コッコピア）,None,None,None,None,None,None
16,SR,4,C,SUPER PIZZA,None,None,None,None,None,None
16,SR,4,D,一番餃子,A7,None,None,None,A7,None
16,SR,4,D,ねぎま 三ぞう 本郷三丁目店（【旧店名】俺の居酒屋 三蔵）,None,None,None,None,None,None
16,SR,4,D,美味しい屋,A7,None,None,None,A7,None
16,SR,4,D,ピアンタモッチ（【旧店名】コッコピア）,None,None,None,None,None,None
16,SR,4,D,SUPER PIZZA,None,None,None,None,None,None
16,SR,5,A,一番餃子,"A1, A6, A4","A7,A6",None,None,"A1,A6,A4","A7,A6"
16,SR,5,A,ねぎま 三ぞう 本郷三丁目店（【旧店名】俺の居酒屋 三蔵）,A7,A7,None,None,A7,A7
16,SR,5,A,美味しい屋,None,None,None,None,None,None
16,SR,5,A,ピアンタモッチ（【旧店名】コッコピア）,A7,None,None,None,A7,None
16,SR,5,A,SUPER PIZZA,None,A7,A1,None,A1,A7
16,SR,5,B,一番餃子,"A1, A5, A6",A7,A1,None,"A1,A5,A6",A7
16,SR,5,B,ねぎま 三ぞう 本郷三丁目店（【旧店名】俺の居酒屋 三蔵）,A4,A7,None,None,A4,A7
16,SR,5,B,美味しい屋,None,None,None,None,None,None
16,SR,5,B,ピアンタモッチ（【旧店名】コッコピア）,None,None,None,None,None,None
16,SR,5,B,SUPER PIZZA,A7,None,None,None,A7,None
16,SR,5,C,一番餃子,None,None,A1,A1,A1,A1
16,SR,5,C,ねぎま 三ぞう 本郷三丁目店（【旧店名】俺の居酒屋 三蔵）,"A1, A5",A1,None,None,"A1,A5",A1
16,SR,5,C,美味しい屋,None,None,None,None,None,None
16,SR,5,C,ピアンタモッチ（【旧店名】コッコピア）,None,None,None,None,None,None
16,SR,5,C,SUPER PIZZA,None,None,None,None,None,None
16,SR,5,D,一番餃子,A7,None,None,None,A7,None
16,SR,5,D,ねぎま 三ぞう 本郷三丁目店（【旧店名】俺の居酒屋 三蔵）,None,None,None,None,None,None
16,SR,5,D,美味しい屋,A7,None,None,None,A7,None
16,SR,5,D,ピアンタモッチ（【旧店名】コッコピア）,None,None,None,None,None,None
16,SR,5,D,SUPER PIZZA,None,None,None,None,None,None
16,PD,1,A,一番餃子,"A1,A6","A7,A6",None,None,"A1,A6","A7,A6"
16,PD,1,A,ねぎま 三ぞう 本郷三丁目店（【旧店名】俺の居酒屋 三蔵）,A7,A7,None,None,A7,A7
16,PD,1,A,美味しい屋,None,None,None,None,None,None
16,PD,1,A,ピアンタモッチ（【旧店名】コッコピア）,A7,None,None,None,A7,None
16,PD,1,A,SUPER PIZZA,A1,A7,A5,None,"A1,A5",A7
16,PD,1,B,一番餃子,"A1,A6",A7,A1,None,"A1,A6",A7
16,PD,1,B,ねぎま 三ぞう 本郷三丁目店（【旧店名】俺の居酒屋 三蔵）,A4,A7,None,None,A4,A7
16,PD,1,B,美味しい屋,None,None,None,None,None,None
16,PD,1,B,ピアンタモッチ（【旧店名】コッコピア）,None,None,None,None,None,None
16,PD,1,B,SUPER PIZZA,A7,None,None,None,A7,None
16,PD,1,C,一番餃子,None,None,A1,A1,A1,A1
16,PD,1,C,ねぎま 三ぞう 本郷三丁目店（【旧店名】俺の居酒屋 三蔵）,A1,A1,None,None,A1,A1
16,PD,1,C,美味しい屋,None,None,None,None,None,None
16,PD,1,C,ピアンタモッチ（【旧店名】コッコピア）,None,None,None,None,None,None
16,PD,1,C,SUPER PIZZA,None,None,None,None,None,None
16,PD,1,D,一番餃子,A4,None,None,None,A4,None
16,PD,1,D,ねぎま 三ぞう 本郷三丁目店（【旧店名】俺の居酒屋 三蔵）,None,None,None,None,None,None
16,PD,1,D,美味しい屋,A7,None,None,None,A7,None
16,PD,1,D,ピアンタモッチ（【旧店名】コッコピア）,None,None,None,None,None,None
16,PD,1,D,SUPER PIZZA,None,None,None,None,None,None
16,PD,2,A,一番餃子,"A6, A4, A5","A7,A6",None,None,"A6,A4,A5","A7,A6"
16,PD,2,A,ねぎま 三ぞう 本郷三丁目店（【旧店名】俺の居酒屋 三蔵）,A7,A7,None,None,A7,A7
16,PD,2,A,美味しい屋,None,None,None,None,None,None
16,PD,2,A,ピアンタモッチ（【旧店名】コッコピア）,None,None,None,None,None,None
16,PD,2,A,SUPER PIZZA,A7,A7,A1,None,"A7,A1",A7
16,PD,2,B,一番餃子,"A1, A6, A5",A7,A1,None,"A1,A6,A5",A7
16,PD,2,B,ねぎま 三ぞう 本郷三丁目店（【旧店名】俺の居酒屋 三蔵）,A7,A7,None,None,A7,A7
16,PD,2,B,美味しい屋,None,None,None,None,None,None
16,PD,2,B,ピアンタモッチ（【旧店名】コッコピア）,None,None,None,None,None,None
16,PD,2,B,SUPER PIZZA,None,None,None,None,None,None
16,PD,2,C,一番餃子,None,None,A1,A1,A1,A1
16,PD,2,C,ねぎま 三ぞう 本郷三丁目店（【旧店名】俺の居酒屋 三蔵）,"A1, A5",A1,None,None,"A1,A5",A1
16,PD,2,C,美味しい屋,None,None,None,None,None,None
16,PD,2,C,ピアンタモッチ（【旧店名】コッコピア）,None,None,None,None,None,None
16,PD,2,C,SUPER PIZZA,None,None,None,None,None,None
16,PD,2,D,一番餃子,A4,None,None,None,A4,None
16,PD,2,D,ねぎま 三ぞう 本郷三丁目店（【旧店名】俺の居酒屋 三蔵）,None,None,None,None,None,None
16,PD,2,D,美味しい屋,None,None,None,None,None,None
16,PD,2,D,ピアンタモッチ（【旧店名】コッコピア）,None,None,None,None,None,None
16,PD,2,D,SUPER PIZZA,None,None,None,None,None,None
16,PD,3,A,一番餃子,"A1, A4, A6","A7,A6",None,None,"A1,A4,A6","A7,A6"
16,PD,3,A,ねぎま 三ぞう 本郷三丁目店（【旧店名】俺の居酒屋 三蔵）,None,A7,None,None,None,A7
16,PD,3,A,美味しい屋,None,None,None,None,None,None
16,PD,3,A,ピアンタモッチ（【旧店名】コッコピア）,None,None,None,None,None,None
16,PD,3,A,SUPER PIZZA,None,A7,A1,None,A1,A7
16,PD,3,B,一番餃子,"A1, A5, A6",A7,A1,None,"A1,A5,A6",A7
16,PD,3,B,ねぎま 三ぞう 本郷三丁目店（【旧店名】俺の居酒屋 三蔵）,A4,A7,None,None,A4,A7
16,PD,3,B,美味しい屋,None,None,None,None,None,None
16,PD,3,B,ピアンタモッチ（【旧店名】コッコピア）,None,None,None,None,None,None
16,PD,3,B,SUPER PIZZA,None,None,None,None,None,None
16,PD,3,C,一番餃子,None,None,A1,A1,A1,A1
16,PD,3,C,ねぎま 三ぞう 本郷三丁目店（【旧店名】俺の居酒屋 三蔵）,"A1, A5",A1,None,None,"A1,A5",A1
16,PD,3,C,美味しい屋,None,None,None,None,None,None
16,PD,3,C,ピアンタモッチ（【旧店名】コッコピア）,None,None,None,None,None,None
16,PD,3,C,SUPER PIZZA,None,None,None,None,None,None
16,PD,3,D,一番餃子,A7,None,None,None,A7,None
16,PD,3,D,ねぎま 三ぞう 本郷三丁目店（【旧店名】俺の居酒屋 三蔵）,None,None,None,None,None,None
16,PD,3,D,美味しい屋,A7,None,None,None,A7,None
16,PD,3,D,ピアンタモッチ（【旧店名】コッコピア）,None,None,None,None,None,None
16,PD,3,D,SUPER PIZZA,None,None,None,None,None,None
16,PD,4,A,一番餃子,"A6,A4,A1","A7,A6",None,None,"A6,A4,A1","A7,A6"
16,PD,4,A,ねぎま 三ぞう 本郷三丁目店（【旧店名】俺の居酒屋 三蔵）,A7,A7,None,None,A7,A7
16,PD,4,A,美味しい屋,None,None,None,None,None,None
16,PD,4,A,ピアンタモッチ（【旧店名】コッコピア）,A7,None,None,None,A7,None
16,PD,4,A,SUPER PIZZA,A7,A7,A1,None,"A7,A1",A7
16,PD,4,B,一番餃子,"A6,A1,A5",A7,"A1,A3",None,"A6,A1,A5,A3",A7
16,PD,4,B,ねぎま 三ぞう 本郷三丁目店（【旧店名】俺の居酒屋 三蔵）,A4,A7,A3,None,"A4,A3",A7
16,PD,4,B,美味しい屋,None,None,A3,None,A3,None
16,PD,4,B,ピアンタモッチ（【旧店名】コッコピア）,None,None,A3,None,A3,None
16,PD,4,B,SUPER PIZZA,None,None,A3,None,A3,None
16,PD,4,C,一番餃子,None,None,A1,A1,A1,A1
16,PD,4,C,ねぎま 三ぞう 本郷三丁目店（【旧店名】俺の居酒屋 三蔵）,"A1,A5",A1,None,None,"A1,A5",A1
16,PD,4,C,美味しい屋,None,None,None,None,None,None
16,PD,4,C,ピアンタモッチ（【旧店名】コッコピア）,None,None,None,None,None,None
16,PD,4,C,SUPER PIZZA,None,None,None,None,None,None
16,PD,4,D,一番餃子,A7,None,None,None,A7,None
16,PD,4,D,ねぎま 三ぞう 本郷三丁目店（【旧店名】俺の居酒屋 三蔵）,None,None,None,None,None,None
16,PD,4,D,美味しい屋,A7,None,None,None,A7,None
16,PD,4,D,ピアンタモッチ（【旧店名】コッコピア）,None,None,None,None,None,None
16,PD,4,D,SUPER PIZZA,None,None,None,None,None,None
16,PD,5,A,一番餃子,"A1, A4, A6","A7,A6",None,None,"A1,A4,A6","A7,A6"
16,PD,5,A,ねぎま 三ぞう 本郷三丁目店（【旧店名】俺の居酒屋 三蔵）,A7,A7,None,None,A7,A7
16,PD,5,A,美味しい屋,None,None,None,None,None,None
16,PD,5,A,ピアンタモッチ（【旧店名】コッコピア）,A7,None,None,None,A7,None
16,PD,5,A,SUPER PIZZA,A7,A7,A5,None,"A7,A5",A7
16,PD,5,B,一番餃子,"A1, A6",A7,A1,None,"A1,A6",A7
16,PD,5,B,ねぎま 三ぞう 本郷三丁目店（【旧店名】俺の居酒屋 三蔵）,A4,A7,None,None,A4,A7
16,PD,5,B,美味しい屋,None,None,None,None,None,None
16,PD,5,B,ピアンタモッチ（【旧店名】コッコピア）,None,None,None,None,None,None
16,PD,5,B,SUPER PIZZA,A7,None,None,None,A7,None
16,PD,5,C,一番餃子,None,None,A1,A1,A1,A1
16,PD,5,C,ねぎま 三ぞう 本郷三丁目店（【旧店名】俺の居酒屋 三蔵）,"A1, A5",A1,None,None,"A1,A5",A1
16,PD,5,C,美味しい屋,None,None,None,None,None,None
16,PD,5,C,ピアンタモッチ（【旧店名】コッコピア）,None,None,None,None,None,None
16,PD,5,C,SUPER PIZZA,None,None,None,None,None,None
16,PD,5,D,一番餃子,A7,None,None,None,A7,None
16,PD,5,D,ねぎま 三ぞう 本郷三丁目店（【旧店名】俺の居酒屋 三蔵）,None,None,None,None,None,None
16,PD,5,D,美味しい屋,A7,None,None,None,A7,None
16,PD,5,D,ピアンタモッチ（【旧店名】コッコピア）,None,None,None,None,None,None
16,PD,5,D,SUPER PIZZA,None,None,None,None,None,None
16,MoRE,1,A,一番餃子,"A1,A4,A5,A6","A7,A6",None,None,"A1,A4,A5,A6","A7,A6"
16,MoRE,1,A,ねぎま 三ぞう 本郷三丁目店（【旧店名】俺の居酒屋 三蔵）,A7,A7,None,None,A7,A7
16,MoRE,1,A,美味しい屋,None,None,None,None,None,None
16,MoRE,1,A,ピアンタモッチ（【旧店名】コッコピア）,A7,None,None,None,A7,None
16,MoRE,1,A,SUPER PIZZA,A7,A7,"A1,A5",None,"A7,A1,A5",A7
16,MoRE,1,B,一番餃子,"A1,A6",A7,A1,None,"A1,A6",A7
16,MoRE,1,B,ねぎま 三ぞう 本郷三丁目店（【旧店名】俺の居酒屋 三蔵）,A4,A7,None,None,A4,A7
16,MoRE,1,B,美味しい屋,None,None,None,None,None,None
16,MoRE,1,B,ピアンタモッチ（【旧店名】コッコピア）,None,None,None,None,None,None
16,MoRE,1,B,SUPER PIZZA,A7,None,None,None,A7,None
16,MoRE,1,C,一番餃子,None,None,A1,A1,A1,A1
16,MoRE,1,C,ねぎま 三ぞう 本郷三丁目店（【旧店名】俺の居酒屋 三蔵）,"A1,A5",A1,None,None,"A1,A5",A1
16,MoRE,1,C,美味しい屋,None,None,None,None,None,None
16,MoRE,1,C,ピアンタモッチ（【旧店名】コッコピア）,None,None,None,None,None,None
16,MoRE,1,C,SUPER PIZZA,None,None,None,None,None,None
16,MoRE,1,D,一番餃子,A4,None,None,None,A4,None
16,MoRE,1,D,ねぎま 三ぞう 本郷三丁目店（【旧店名】俺の居酒屋 三蔵）,None,None,None,None,None,None
16,MoRE,1,D,美味しい屋,A7,None,None,None,A7,None
16,MoRE,1,D,ピアンタモッチ（【旧店名】コッコピア）,None,None,None,None,None,None
16,MoRE,1,D,SUPER PIZZA,None,None,None,None,None,None
16,MoRE,2,A,一番餃子,"A1, A4, A5, A6","A7,A6",None,None,"A1,A4,A5,A6","A7,A6"
16,MoRE,2,A,ねぎま 三ぞう 本郷三丁目店（【旧店名】俺の居酒屋 三蔵）,A7,A7,None,None,A7,A7
16,MoRE,2,A,美味しい屋,None,None,None,None,None,None
16,MoRE,2,A,ピアンタモッチ（【旧店名】コッコピア）,A7,None,None,None,A7,None
16,MoRE,2,A,SUPER PIZZA,A7,A7,A5,None,"A7,A5",A7
16,MoRE,2,B,一番餃子,"A1, A5, A6",A7,A1,None,"A1,A5,A6",A7
16,MoRE,2,B,ねぎま 三ぞう 本郷三丁目店（【旧店名】俺の居酒屋 三蔵）,A4,A7,None,None,A4,A7
16,MoRE,2,B,美味しい屋,None,None,None,None,None,None
16,MoRE,2,B,ピアンタモッチ（【旧店名】コッコピア）,None,None,None,None,None,None
16,MoRE,2,B,SUPER PIZZA,A7,None,None,None,A7,None
16,MoRE,2,C,一番餃子,None,None,A1,A1,A1,A1
16,MoRE,2,C,ねぎま 三ぞう 本郷三丁目店（【旧店名】俺の居酒屋 三蔵）,"A1, A5",A1,None,None,"A1,A5",A1
16,MoRE,2,C,美味しい屋,None,None,None,None,None,None
16,MoRE,2,C,ピアンタモッチ（【旧店名】コッコピア）,None,None,None,None,None,None
16,MoRE,2,C,SUPER PIZZA,None,None,None,None,None,None
16,MoRE,2,D,一番餃子,A4,None,None,None,A4,None
