conversation_id,technique,iteration,participant,response,Answer,reasoning
11,ZS,3,C,Moderate,Moderate,「どっちでもよし」など同調もしつつ、自身の志向（ザギンフレンチ）を強く押すため、過度な迎合ではない。
11,ZS,3,D,Agreeable,Agreeable,「良いと思います」「異論はありません」など合意・追随が目立つ。条件面の共有以外は流れに合わせる。
11,ZS,3,E,Agreeable,Moderate,「はい」「それもあり」「いい話」など賛同が多く、最終決定にも即同意。時折のツッコミ以外は迎合的。
11,ZS,4,A,Agreeable,Moderate,「それでよいならそれで」「府中肉でも良い」「ピザでも良い」など柔軟に同調。距離への懸念は示すが最終的に受容。
11,ZS,4,B,Moderate,Moderate,方向付けと合意形成を主導しつつ、他案（寿司やオイスターバー）には取捨選択。全面同調でも全面反対でもない。
11,ZS,4,C,Moderate,Moderate,強い推しはあるが「どっちてもよし」等の受容もあり、過度な反対はしない。
11,ZS,4,D,Agreeable,Agreeable,「良いと思います」「迎合しても一向に構いません」「異論はありません」など同調が多い。
11,ZS,4,E,Agreeable,Moderate,「はい」「それもあり」「そうですね」等の同調発言が多く、最終的に自身の第一希望からフレンチに乗り換え。
11,ZS,5,A,Agreeable,Moderate,時間や場所の提案に「それでよい」「間をとり」など同調が多く、最終的にフレンチへも受容。
11,ZS,5,B,Moderate,Moderate,方向付けはするが他案も拾っては取捨選択。自身のオイスター案も状況で選外と認める。
11,ZS,5,C,Moderate,Moderate,一部候補に否定的（“もうちょっといいとこ”）な発言もあるが、時間・移動条件などには適応。
11,ZS,5,D,Agreeable,Agreeable,「良いと思います」「異論はありません」など賛同が多く、集合時間・最終候補へ積極的に追随。
11,ZS,5,E,Agreeable,Moderate,「それもあり」「はい」など同意が多く、最終的にフレンチ支持へ転換。
39,ND,1,A,Agreeable,Disagreeable,日程・時間決定で早期に同調（『じゃあもう22確定じゃん』『やっぱ22だ』）、最終案にも『それがありならそれでよろし』と賛同。否定はムスカンに対する軽い評価のみ。
39,ND,1,B,Moderate,Disagreeable,他者案を取り込みつつも、『侍はなしかな』『陳家は…なしかな』など選別を行い、予約のコース強要にも否定的。最終的には合意形成を主導しながら柔軟に調整。
39,ND,1,C,Agreeable,Moderate,日程・時間・店選びで周囲に合わせる発言が多く（『OK』『おっけ』『つるとんたんいいよ』『いったんつるとんたんでいいんじゃない』）、反対は軽いツッコミ程度。
39,ND,1,D,Agreeable,Moderate,『じゃあ22』『まずそこの確認ね』『菱田屋もなしで』『よさそう』と流れに乗って合意を後押し。自身の希望（長めに滞在したい）も出すが最終案へ素直に歩み寄る。
39,ND,2,A,Agreeable,Disagreeable,他者提案に沿って「それがありならそれでよろし」「やっぱ22だ」など同調が多い。特定店（ムスカン）への否定はあるが、最終決定には素直に同意。
39,ND,2,B,Moderate,Disagreeable,基準設定や候補の取捨選択で反対や条件付きが多い一方、最終的には合意形成へ乗る。賛否がバランスしている。
39,ND,2,C,Agreeable,Moderate,他者案を後押しする発言が多く、「おけ」「つるとんたんいいよ」「いったんつるとんたんで」など柔軟に同意して収束に貢献。
39,ND,2,D,Agreeable,Moderate,「それもある」「よさそう」など受容的な反応が中心で、条件確認や軽い絞り込みをしつつ最終案に賛同。
39,ND,3,A,Agreeable,Disagreeable,可否情報を提供しつつ、他者案（つるとんたん→混雑時は代替）に『それでよろし』と賛同するなど、合わせる姿勢が目立つ。
39,ND,3,B,Disagreeable,Disagreeable,他者候補（ムスカン）を『くそ』と強く否定、侍・陳家も『なしかな』と頻繁に却下。ただし最終的には合意に応じるが、反対の傾向が相対的に強い。
39,ND,3,C,Agreeable,Moderate,『おけ』『つるとんたんいいよ』『いったんつるとんたんでいいんじゃない』など他者提案への同調が多い。
39,ND,3,D,Moderate,Moderate,閉店時間等の理由で候補を外す一方、『よさそう』と合意にも参加。賛否がバランスしている。
39,ND,4,A,Agreeable,Disagreeable,日程・時間・最終案に素早く同調し、『それでよろし』など受容的。反対は主に事実ベースの注意喚起に留まる。
39,ND,4,B,Moderate,Disagreeable,他者案を取捨選択しつつ自案を組み込む。ムスカン・陳家などに否定もあるが、最終的に皆の条件に合わせて妥協・調整。
39,ND,4,C,Agreeable,Moderate,当初希望（三島）から条件に応じて柔軟に転換し、『つるとんたんいいよ』『いったん〜でいいんじゃない』と合意形成を促進。
39,ND,4,D,Agreeable,Moderate,候補の絞り込みや除外に賛同しつつ、『よさそう』等で最終案に同調。必要条件（ゆっくり）以外では反対が少ない。
39,ND,5,A,Agreeable,Disagreeable,日程・店選びともに合意形成を後押しし、『それがありならそれでよろし』など他者提案への追随が多い。
39,ND,5,B,Moderate,Disagreeable,候補の取捨選択で異議も唱える一方、柔軟に最終案へ同意するなど、同意・不同意が混在。
39,ND,5,C,Agreeable,Moderate,『つるとんたんいいよ』『おっけ』など他者の提案に前向きで、意見変更にも抵抗がない。
39,ND,5,D,Moderate,Moderate,同調が多いが、『もう一回もあり』など時に異論補足も行い、全面的賛同一辺倒ではない。
39,CoT,1,A,Moderate,Disagreeable,他者案を条件で精査（営業時間・予約コース）しつつ、最終的な“つるとんたん→山下本気うどん”案に同調。部分的に否定（ムスカン）もありバランス型。
39,CoT,1,B,Moderate,Disagreeable,他者案を実体験や制約で合理的に却下（侍・陳家・三島の先送り）しつつ、柔軟に合意形成へ。反対と同意の両方を使い分け。
39,CoT,1,C,Agreeable,Moderate,日程・時間・店ともに“OK/いいよ”と受容が多く、最終案にも積極賛同。自分の初期希望（三島等）には固執せず。
39,CoT,1,D,Moderate,Moderate,条件確認（遅い時間でもゆっくり）を重視しつつ、不要案を整理（菱田屋なし）し、最後は合意に賛同。反対と同意の中庸。
39,CoT,2,A,Moderate,Disagreeable,決定や提案に乗りやすい一方、『ムスカンは…クソ』など否定もあり中庸。
39,CoT,2,B,Disagreeable,Disagreeable,他者案を混雑・営業時間・既訪理由でしばしば却下（侍・陳家・ムスカンなど）。自分基準を通しがち。
39,CoT,2,C,Agreeable,Moderate,日程・最終案に即同意が多く、『つるとんたんいいよ』『おっけ』など追随が目立つ。
39,CoT,2,D,Moderate,Moderate,同調は多いが、『陳家はもう一回もあり』と軽い異議や条件提示（ゆっくりしたい）もあり中庸。
39,CoT,3,A,Agreeable,Disagreeable,日程・時間・最終案に賛同（『それでよろし』）。否定は一部（ムスカン）だが全体的に受容的。
39,CoT,3,B,Moderate,Disagreeable,全体を仕切りつつ、他案を条件で却下（侍・陳家）もする一方で最終的に妥協案を提示し合意を形成。
39,CoT,3,C,Agreeable,Moderate,『OK』『おっけ』『つるとんたんいいよ』など同調発言が多く、最終決定も促進。
39,CoT,3,D,Moderate,Moderate,条件確認や消去法に同調しつつ、『よさそう』で収束に同意。反対も強くはない。
39,CoT,4,A,Agreeable,Disagreeable,Bの最終案に即同意（「それでよろし」）。全体として調整役・情報提供をしつつ流れに乗る。
39,CoT,4,B,Moderate,Disagreeable,他提案に対し状況・個人理由で取捨（侍・陳家・ムスカンなどを除外）する一方、営業時間の確認や予約可否などで柔軟に方針転換も。賛否が混在。
39,CoT,4,C,Agreeable,Moderate,日程や最終案への同意が早い（22日確定、18不可了承、最後は「おっけ」「いいんじゃない」）。初期希望（三島）はすぐ引っ込める。
39,CoT,4,D,Agreeable,Moderate,営業時間リスクを踏まえた除外に賛同し、最終案にも「よさそう」と追随。全体に協調的。
39,CoT,5,A,Agreeable,Disagreeable,日程・時間・店選びで同調が多く（「じゃあ22」「それでよろし」）、他者の提案を後押しする役回り。
39,CoT,5,B,Moderate,Disagreeable,他者の都合を汲みつつも自分の基準で取捨選択（侍・陳家の除外）を行い、柔軟に修正する姿勢も見せる。
39,CoT,5,C,Agreeable,Moderate,日程も店も柔軟に追随（「OK」「おっけ」「いったんつるとんたんで」）。時折希望は出すが最終的に合わせる。
39,CoT,5,D,Moderate,Moderate,条件確認や滞在時間ニーズを出しつつ、合意形成に歩調を合わせる（「菱田屋もなしで」「よさそう」）。
39,ZS,1,A,Agreeable,Disagreeable,日程・時間・店選びで他者の提案に乗る発言が多く、最終案（つるとんたん→混雑なら山下）にも即同意。個別店への否定（ムスカンはクソ）はあるが全体的には追随姿勢。
39,ZS,1,B,Moderate,Disagreeable,候補の取捨選択で「侍はなしかな」「陳家はこの前行ったからなし」など根拠つきで却下もする一方、他者情報を踏まえ変更・合意も行う。主導と同意のバランスが取れている。
39,ZS,1,C,Agreeable,Moderate,日程・店ともに「OK」「いいよ」「いったんつるとんたんでいいんじゃない」など賛同が多く、合意形成を後押し。
39,ZS,1,D,Moderate,Moderate,営業時間や滞在希望の観点から消去法を提案しつつ、最終的には「よさそう」と合意。賛否をバランスよく示す。
39,ZS,2,A,Agreeable,Disagreeable,日程・時間決定に賛同しつつ、各店の営業時間や予約条件の補足を提供。ムスカンを否定する場面はあるが、最終案には即同意し流れに従う傾向が強い。
39,ZS,2,B,Disagreeable,Disagreeable,他者候補に対し営業時間や直近訪問を理由に度々除外（侍・菱田屋・陳家・ムスカン）。基準を提示して取捨を主導し、同調より選別が多い。
39,ZS,2,C,Agreeable,Moderate,「OK」「おけ」「つるとんたんいいよ」など同意が多く、条件整理後は方針に乗る。初期希望（三島）からも柔軟に切り替え。
39,ZS,2,D,Agreeable,Moderate,営業時間重視や「ゆっくりしたい」など条件提示はするが、除外判断（侍・菱田屋）や最終案にも賛同し、全体に受容的。
39,ZS,3,A,Agreeable,Disagreeable,日程や最終案に『じゃあ』『それでよろし』など同意を示し流れに乗る。対立よりも情報補足と同意が多い。
39,ZS,3,B,Moderate,Disagreeable,他人提案に対し『むすかんはくそ』等の否定や、営業時間・直近訪問理由で除外するなど選別的。ただし最終案には柔軟に同意。
39,ZS,3,C,Agreeable,Moderate,当初の希望（三島）から、条件や流れを受けて『つるとんたんいいよ』『おっけ』と同調し収束を促す。
39,ZS,3,D,Agreeable,Moderate,『それもある』『よさそう』など賛同が多く、営業時間や滞在希望に基づくフィルタ後は合意形成を後押し。
39,ZS,4,A,Agreeable,Disagreeable,日程・最終案に早めに同意（「じゃあもう22確定」「それがありならそれでよろし」）。一方で店への辛口評価はあるが、最終判断には従順。
39,ZS,4,B,Moderate,Disagreeable,他者案を精査しつつ取捨選択（陳家は直近訪問で却下、侍はLOで却下）。日程や最終方針では合意形成も行い、過度に反対はしない。
39,ZS,4,C,Agreeable,Moderate,時間・店の方針に柔軟に追随（「OK」「おっけ」「いったんつるとんたんでいいんじゃない」）。他者の提案に乗る場面が多い。
39,ZS,4,D,Agreeable,Moderate,制約確認を重視しつつ（『まずそこの確認』）、LO問題で候補を外すなど合意的に動き、最終案にも「よさそう」と同意。
39,ZS,5,A,Agreeable,Disagreeable,日程・時間・店の流れに賛同しやすく、「それがありならそれでよろし」など追随傾向が強い。
39,ZS,5,B,Moderate,Disagreeable,条件に基づいて候補を外す一方、他者意見も取り入れ最終的に合意（「せやな」）。同意・反対のバランスが中庸。
39,ZS,5,C,Agreeable,Moderate,「OK」「おけ」「つるとんたんいいよ」など賛同が多く、当初希望（三島）から柔軟に転換。
39,ZS,5,D,Agreeable,Moderate,「じゃあ22」「それもある」「たしかに」「よさそう」など同意発言が多く、グループ合意を促進。
13,ND,1,A,Moderate,Moderate,"A shows mixed responses: agrees that 王将 is acceptable (""ありやね""), firmly rejects steak (""直近すぎて却下""), expresses vibe concern about ピッツェリア (""男だけで行くとちょい場違い""), and ultimately aligns with トリフターズ (""トリ行くか"")."
13,ND,1,B,Moderate,Moderate,"B sometimes disagrees (""つい最近行ったやん"" about steak; says other options are closed), but adapts when A notes vibe issues and settles on トリフターズ (""じゃあトリで""). Mix of push and accommodation."
13,ND,1,C,Agreeable,Moderate,"C readily aligns with group suggestions: expresses interest in トリフターズ (""いってみたいかも""), agrees to go (""いいよー""), and does not push back after steak is declined."
13,ND,2,A,Moderate,Moderate,他者案に対し状況理由で取捨選択（松は「直近すぎて却下」、ピッツェリアは「男だけだと場違い」）しつつ、最終的にトリフターズへ同意。賛否が混在。
13,ND,2,B,Agreeable,Moderate,時間や場所の調整に即応（「うん」「OK」）。Aの懸念（場違い）を受けて「じゃあトリで」と折れて合意形成に寄与。
13,ND,2,C,Agreeable,Moderate,全体を通じて「いくよー」「いいよー」「いってみたい」など受容的に追随。自案への強い固執はなく、他者案に前向き。
13,ND,3,A,Moderate,Moderate,『ありやね』『トリ行くか』など同意がある一方、『直近すぎて却下』『男だけで行くとちょい場違い』と否定もあり、賛否がバランス。
13,ND,3,B,Moderate,Moderate,Cの案に『つい最近行ったやん』と難色を示しつつ、営業状況を理由に選択肢を絞るなど主導。一方で最終決定には『じゃあトリで』『トリ行こ』と同意。
13,ND,3,C,Agreeable,Moderate,『OK』『いってみたいかも』『いいよー』など肯定的反応が多く、反対はほぼ示さない。
13,ND,4,A,Moderate,Moderate,他者提案に対し「直近すぎて却下」や「場違い」の懸念を示しつつ、最終的には「トリ行くか」と同意。賛否が混在。
13,ND,4,B,Disagreeable,Moderate,Cの提案に「つい最近行ったやん」と難色を示し、他案にも運用面（営業時間）から反論しがちで自分主導の流れを作る。
13,ND,4,C,Agreeable,Moderate,他者の提案に「いってみたいかも」「いいよー」など前向きに同調し、最終決定にも素直に賛同。
13,ND,5,A,Disagreeable,Moderate,Cの提案に対し「直近すぎて却下」、ピッツェリアも「男だけで行くとちょい場違い」と否定的。最終合意には乗るが、他者提案への反応は否定寄り。
13,ND,5,B,Moderate,Moderate,Cのステーキ案に「つい最近行ったやん」と反対しつつ、Aの懸念を受けてピッツェリアを回避し「じゃあトリで」と調整。賛否が混在。
13,ND,5,C,Agreeable,Moderate,Bのトリフターズ提案に「いってみたいかも」「いいよー」と前向きに同調。明確な反対は見せない。
13,CoT,1,A,Moderate,Moderate,他人の提案に対し、近すぎる店を却下・雰囲気の場違い感を指摘など反対もしつつ、最終的に合意形成へ。
13,CoT,1,B,Moderate,Moderate,営業時間情報で他案を絞り込み、直近の店に異議も唱えたが、最終的に皆の意向に合わせトリへ収束。
13,CoT,1,C,Agreeable,Moderate,他提案に対し「いってみたい」「いいよー」など賛同が多く、流れに従う傾向が強い。
13,CoT,2,A,Moderate,Moderate,BやCの提案に「ありやね」「うん」と同意しつつ、「直近すぎて却下」「男だけで行くとちょい場違いwww」と否定も行う。賛否バランスが取れている。
13,CoT,2,B,Moderate,Moderate,Cの松に「つい最近行ったやん」と反対する一方、Aの場違い指摘を受けてピッツェリアを見送り「じゃあトリで」と合意。賛否が混在。
13,CoT,2,C,Agreeable,Moderate,「こんなんあったっけ？」「いってみたいかも」「いいよー」「いってみたい」と他者提案に前向きに同調。反対はほぼない。
13,CoT,3,A,Moderate,Moderate,賛同（「ありやね」「うん！」）もしつつ、直近来訪店は却下、雰囲気への懸念も表明。賛否バランス型。
13,CoT,3,B,Moderate,Moderate,他者案に対して事実ベースで修正（最近行った、営業時間）を入れつつ、最終的にグループ合意へ誘導。反対一辺倒ではない。
13,CoT,3,C,Agreeable,Moderate,他者案に前向き（「いってみたいかも」「いいよー」）で、最終決定にも即同意。全体に迎合的。
13,CoT,4,A,Moderate,Moderate,他者案（王将）に「ありやね」と前向きだが、C案（松）は「直近すぎて却下」と否定もする。最終的には「トリ行くか」と収束に同調。
13,CoT,4,B,Moderate,Moderate,Cの松に対し「つい最近行ったやん」と否定しつつ、Aの懸念（ピザは場違い）を受けて「じゃあトリで」と調整。賛否バランス型。
13,CoT,4,C,Agreeable,Moderate,「こんなんあったっけ？」「いってみたいかも」「いいよー」と他者案に前向きに同調する発言が多い。
13,CoT,5,A,Moderate,Moderate,時間・場所の確認に即同意。アイデアに対して『直近すぎて却下』『場違い』などの軽い否定もあるが、Bの最終提案には『トリ行くか』と柔軟に同意。賛否がバランスしている。
13,CoT,5,B,Moderate,Moderate,Cの提案（松）に『つい最近行ったやん』と否定する一方、代替案や実務情報（営業時間）を出しつつ他案（ピッツェリア）にも言及。最終的に『じゃあトリで』と合意形成に動き、対立を引きずらない。
13,CoT,5,C,Agreeable,Moderate,『OK』『いいよー』『いってみたい』『いってみたいかも』など、全体的に賛同と追随が多く他者に合わせる傾向が強い。
13,ZS,1,A,Moderate,Moderate,"A balances agreement and vetoes: rejects steak as too recent and flags Pizzeria as場違い, yet moves the group toward consensus on トリフターズ."
13,ZS,1,B,Moderate,Moderate,B vetoes steak as recently visited but is flexible to settle on トリフターズ after considering openings and group fit.
13,ZS,1,C,Agreeable,Moderate,"C quickly aligns with others after initial suggestion is declined, saying「いってみたいかも」「いいよー」towardトリフターズ."
13,ZS,2,A,Moderate,Moderate,Cのステーキ案は「直近すぎて却下」と否定し、ピザ案も「男だけで場違い」と評価する一方、Bのトリ案には最終的に同意。賛否がバランス。
13,ZS,2,B,Moderate,Moderate,Cのステーキ案を「つい最近行ったやん」でやんわり否定し、Aの場違い指摘を受けピザからトリへ切替。主導はするが折衷もできる。
13,ZS,2,C,Agreeable,Moderate,トリ案に対して「いってみたいかも」「いいよー」と前向きに同調し、最終決定にも賛成。全体的に迎合的。
13,ZS,3,A,Moderate,Moderate,Cの松案を「直近すぎて却下」と否定する一方、最終的にはトリ案に同意。「男だけで場違い」など雰囲気配慮のコメントで軌道修正もしつつ受容もする。
13,ZS,3,B,Moderate,Moderate,Cの松案に「つい最近行ったやん」と否定しつつ、他者の雰囲気懸念（ピッツェリアの場違い感）を受けて「じゃあトリで」と収束。賛否が交じる中庸。
13,ZS,3,C,Agreeable,Moderate,日程・場所確認に素直に同調し、他案（トリ）にも「いってみたい」「いいよー」と前向きに追随。自案への執着は弱い。
13,ZS,4,A,Moderate,Moderate,他者案に対し「ありやね」「トリ行くか」と受容する一方、「直近すぎて却下」「男だけで行くと場違い」などの軽い否定・条件付けも行う。
13,ZS,4,B,Disagreeable,Moderate,C案（松）に対し「つい最近行ったやん」と否定し、自案を押し続け最終決定も主導。相手案への同調は相対的に少ない。
13,ZS,4,C,Agreeable,Moderate,「いいよー」「いってみたい」など他者案に乗る発言が多く、対立を避けて流れに従う傾向が強い。
13,ZS,5,A,Moderate,Moderate,他者案に同調もしつつ（王将に「ありやね」）、一方で「直近すぎて却下」（松）や「男だけで行くとちょい場違いwww」（ピッツェリア）など軽い否定・調整も行う。
13,ZS,5,B,Disagreeable,Moderate,他者案をしばしば退ける・制約を提示する（松は「つい最近行ったやん」、他候補は「閉まってる」）。自身の希望に収束させる発言が多い。
13,ZS,5,C,Agreeable,Moderate,「いってみたいかも」「いいよー」「いってみたい」など賛同が多く、他者に合わせて方針転換が早い。
12,ND,1,A,Agreeable,Agreeable,他者の提案に対し「うんうん」「そうね」「おけ」など同意が多く、Suageについても前向き評価のうえで合意形成を促進。
12,ND,1,B,Agreeable,Agreeable,時間や場所調整で柔軟に合わせ、「評価高い」「私はこれあり」「よい？」「賛成」など他者提案への同調が目立つ。
12,ND,1,C,Agreeable,Agreeable,「空いてる」「何時でも」「スープカレーいいよね」「ここにしちゃう？」など、他者の流れに賛同・便乗しながら決定を後押し。
12,ND,2,A,Agreeable,Agreeable,他者提案に「うんうん」「美味しそう」「ここにしよか」と前向きに同調し、反対は示さない。
12,ND,2,B,Agreeable,Agreeable,他者の流れに「よい？」「賛成」「よきかな」と賛同し、異論を挟まず歩調を合わせる。
12,ND,2,C,Agreeable,Agreeable,「スープカレーいいよね」「ここにしちゃう？」など賛意と促進。反対や固執はなく全体に同調的。
12,ND,3,A,Agreeable,Agreeable,時間・場所の調整に即応（「おけ」「そうね」「うんうん」）し、最終的にも合意をまとめる発話が多い。反対はほぼない。
12,ND,3,B,Agreeable,Agreeable,他者の提案に対して「おけおけ」「賛成」「よきかな」など賛同が多く、変更にも前向き。
12,ND,3,C,Agreeable,Agreeable,「おけー」「ここにしちゃう？」「おけ!!」など同意・促進が多く、異議は示していない。
12,ND,4,A,Agreeable,Agreeable,日程・時間調整で即応し「おけ」「そうね」など同調が多い。最終的なカレー店案にも前向きに乗り合意形成を促進。
12,ND,4,B,Agreeable,Agreeable,場所（渋谷/新宿）や時間変更に柔軟。「よい？」と確認しつつ他者案を肯定し、最終案に賛成を表明。
12,ND,4,C,Agreeable,Agreeable,「何時でも」「合わせられる」など適応的。カレー案にもすぐ賛同し、「ここにしちゃう？」と合意に導く。
12,ND,5,A,Agreeable,Agreeable,他者案に「うんうん」「そうね」と同調が多く、最終的に「ここにしよか」と合意形成を主導。反対はしない。
12,ND,5,B,Agreeable,Agreeable,他者の流れに「うん」「よきかな」「賛成」などで賛意を示す場面が多く、意見調整に前向き。
12,ND,5,C,Agreeable,Agreeable,「おけー」「おけ！！」「スープカレーいいよね」と一貫して賛同・追認の反応が多く、流れに柔軟に合わせる。
12,CoT,1,A,Agreeable,Agreeable,全体に相づち・同意（「うんうん」「そうね」「ここにしよか」）。他者提案を受けて合意をまとめる役回り。
12,CoT,1,B,Agreeable,Agreeable,時間・場所調整で柔軟に同意し、店選びでも「賛成」「よき」など前向きレスが多い。
12,CoT,1,C,Agreeable,Agreeable,時間調整・店選びともに「おけ」「いいなー」「ここにしちゃう？」と同意・促進が中心で反対はない。
12,CoT,2,A,Agreeable,Agreeable,相手提案に「うんうん」「そうね」など賛同が多く、時間や場所の擦り合わせにも柔軟。最終的にSuageの選好に乗って決定表現を出すなど、合意形成を後押し。
12,CoT,2,B,Agreeable,Agreeable,自分の提案は多いが、他者案にも前向き（カンボジア案も評価）。全体の評価・雰囲気に合わせてSuageへ迅速に賛成し、合意に寄与。
12,CoT,2,C,Agreeable,Agreeable,「何時でも」など柔軟性が高く、他者の流れに沿ってSuageを支持。「おけ！！」で最終合意を明確化。
12,CoT,3,A,Agreeable,Agreeable,「そうね」「うんうん」など相槌・同意が多く、他者の好み（カレー）に乗って最終決定を促す合意形成役。反対はない。
12,CoT,3,B,Agreeable,Agreeable,他者案に対して「おお」「うん」「賛成」など肯定が多く、場所や時間も柔軟に合わせる姿勢。自分の好みは示すが、最終的に集団合意を尊重。
12,CoT,3,C,Agreeable,Agreeable,「空いてる〜」「何時でも！」など高い柔軟性を示し、他者の提案（スープカレー）を積極肯定。「おけ！！」で最終合意に即同調。
12,CoT,4,A,Agreeable,Agreeable,他者案に「うんうん」「美味しそう」「口コミも良さそう」と同調が多く、反対表明はなし。最終的に「ここにしよか」と合意形成。
12,CoT,4,B,Agreeable,Agreeable,渋谷エリアへの収束や評価の高さに賛同し、Suage案にも「賛成」と追随。異論なく柔軟。
12,CoT,4,C,Agreeable,Agreeable,場所固定提案後も他者の流れに合わせ「スープカレーいいよね」「ここにしちゃう？」→「おけ!!」と合意。否定は軽い冗談程度。
12,CoT,5,A,Agreeable,Agreeable,他者提案に『うんうん』『美味しそう』『クチコミも良さそう』など前向きに同調し、最終決定も『ここにしよか』とまとめた。
12,CoT,5,B,Agreeable,Agreeable,『お！』『評価高い』『私はこれあり』『賛成』など同意・賛成が多く、反対は見られない。
12,CoT,5,C,Agreeable,Agreeable,『それな』『スープカレーいいよね』『ここにしちゃう？』『おけ！！』など同意・推進の発言が中心で否定はない。
12,ZS,1,A,Agreeable,Agreeable,他者案への共感表明（「カレーいいよな」「店内も良さげ」「クチコミも良さそう」）が多く、最後は「ここにしよか」と合意形成を促す。
12,ZS,1,B,Agreeable,Agreeable,「賛成」「よい？」など合意・確認を重ね、時間調整にも柔軟（19:30提案）。他者の流れに乗る傾向が強い。
12,ZS,1,C,Agreeable,Agreeable,「スープカレーいいよね」「ここにしちゃう？」と他者の流れに賛同し、最終決定も即了承（「おけ！！」）。
12,ZS,2,A,Agreeable,Agreeable,時間調整（19→19:30）やエリア（渋谷/新宿）に柔軟で、他者の評価を受けて『ここにしよか』と合意形成を促した。
12,ZS,2,B,Agreeable,Agreeable,各候補に『おお！』『評価高い』『私はこれあり』『賛成』など肯定的反応が多く、流れに合わせて選好を寄せていく傾向が強い。
12,ZS,2,C,Agreeable,Agreeable,『何時でも！』『おけー』『ここにしちゃう？』『おけ！！』など同調・追認が多く、他者提案への受容性が高い。
12,ZS,3,A,Agreeable,Agreeable,時間調整に柔軟で、他者の提案に「うんうん」「美味しそう」など賛同が多い。最終的な店決定にも積極的に同意。
12,ZS,3,B,Agreeable,Agreeable,「おけおけ」「賛成」など同意が多く、日程・時間・店選びで他者に歩調を合わせる姿勢が目立つ。
12,ZS,3,C,Agreeable,Agreeable,「何時でも！」と柔軟で、他者の評価に呼応し「スープカレーいいよね」「ここにしちゃう？」と合意形成を促進。
12,ZS,4,A,Agreeable,Agreeable,他者の提案に対して肯定が多く（「うんうん」「そうね」）、Suageへの流れにも賛同し最終化「ここにしよか」を促す。
12,ZS,4,B,Agreeable,Agreeable,他者提案への同調が多く（「うんうん」「賛成」）、時間・場所調整にも柔軟。最終案にも素早く賛成。
12,ZS,4,C,Agreeable,Agreeable,自身の提案からスープカレー案へスムーズに同意。「スープカレーいいよね」「ここにしちゃう？」など賛同・促進発話が多い。
12,ZS,5,A,Agreeable,Agreeable,相手の候補に「うんうん」「そうね」「おけ」など賛同が多く、時間・店の決定にも前向きに同調。
12,ZS,5,B,Agreeable,Agreeable,他者の提案に評価・共感を重ね「賛成」で最終決定に合意。反対はほぼない。
12,ZS,5,C,Agreeable,Agreeable,候補への好意的反応が多く、「ここにしちゃう？」など合意形成を促進。反対や固執は見られない。
16,ND,1,A,Agreeable,Moderate,日程や時間、最終店決定に対して素早く同意（「俺はそれでいいよ」「了解」「じゃそうしよ」）。
16,ND,1,B,Moderate,Moderate,他者提案（さんぞう）にも「そこでもいい気がしてきた」と受容姿勢を見せつつ、自分の推しも維持。
16,ND,1,C,Agreeable,Moderate,時間は「じゃあ譲る」と折れるなど、他者に合わせる傾向が強い。
16,ND,1,D,Agreeable,Moderate,時間「18でええで」、店は「1票」など一貫して同調的。
16,ND,2,A,Agreeable,Moderate,時間は当初19時寄りだったが、他者の18時推しに合わせて容認。「じゃそうしよ」「安心だし」と最終合意を後押しするなど同調的。
16,ND,2,B,Moderate,Moderate,自分の推しは示すが、他者の懸念（長居可否）を受けて店を柔軟に再評価し「そこでもいい」「ここでいい気がしてきた」と歩み寄る。
16,ND,2,C,Agreeable,Moderate,「19時おし」から「18でもいい」「じゃあ譲る」と柔軟に変更。店選びでも反対せず、合意形成に合わせる姿勢。
16,ND,2,D,Agreeable,Moderate,「おけ」「18でええで」「1票」と短い同意・賛同が中心で、反対や強い抵抗はない。
16,ND,3,A,Agreeable,Moderate,時間ではBの18推しに事実上同調し、最終的に「じゃそうしよ」「安心だし」と合意形成に乗った。
16,ND,3,B,Moderate,Moderate,Cの「長居」懸念に対し店の混雑度やつまみの少なさ等を評価しつつも、自身の推しに誘導。反対は強くないが合意を主導。
16,ND,3,C,Agreeable,Moderate,時間は「じゃあ譲る」と譲歩。店選びでも他者の提案を受け止め、最終決定に異を唱えず従った。
16,ND,3,D,Agreeable,Moderate,「18でええで」「1票」と他者の提案に賛同する発言が中心で、対立や抵抗は見られない。
16,ND,4,A,Agreeable,Moderate,『俺はそれでいいよ』『了解』『じゃそうしよ』『安心だし』など同調が多く、18時にも合わせた。
16,ND,4,B,Moderate,Moderate,他案（さんぞう）を『そこでもいい気がしてきた』と受容しつつ、時間18時など自分の軸は維持。
16,ND,4,C,Agreeable,Moderate,『じゃあ譲る』と時間の希望を引っ込め、最終決定にも反対しない。
16,ND,4,D,Agreeable,Moderate,『おけ』『18でええで』など基本的に追随的で、対立を見せない。
16,ND,5,A,Agreeable,Moderate,"Often aligns with others: “俺はそれでいいよ,” accepts 18:00 after discussion, and finalizes with “じゃそうしよ／安心だし.”"
16,ND,5,B,Moderate,Moderate,"Sometimes pushes back (insists on 18:00) but also shows openness to others’ ideas (e.g., “そこでもいい気がしてきたな” about 三ぞう) and converges on a choice acceptable to the group."
16,ND,5,C,Agreeable,Moderate,"Concedes time preference (“じゃあ譲る”), indicates flexibility (“18でもいいけど”), and does not resist the final choice."
